Model,Customer,Standard,Application,Location,Month,FCST_Q'ty,FCST_ASP,FCST_AMT,PLAN_Q'ty,PLAN_ASP,PLAN_AMT
MTV301AQR,KEYSTONE,MTV,MTV,T,Feb-26,0,0,0,149.5,0.2322,34.713899999999995
MTV301AQR,KEYSTONE,MTV,MTV,T,Mar-26,149.5,0.2322,1,0,0,0
MTV301AQR,KEYSTONE,MTV,MTV,T,Apr-26,0,0,0,149.5,0.2322,34.713899999999995
MTV301AQR,KEYSTONE,MTV,MTV,T,Jun-26,149.5,0.2322,34.713899999999995,149.5,0.2322,34.713899999999995
MTV301AQR,KEYSTONE,MTV,MTV,T,Aug-26,149.5,0.2322,34.713899999999995,149.5,0.2322,34.713899999999995
MTV301AQR,KEYSTONE,MTV,MTV,T,Oct-26,0,0,0,299,0.2322,69.42779999999999
MTV301AQR,KEYSTONE,MTV,MTV,T,Feb-27,149.5,0.2322,34.713899999999995,149.5,0.2322,34.713899999999995
MTV301AQR,KEYSTONE,MTV,MTV,T,Apr-27,0,0,0,149.5,0.2322,34.713899999999995
MTV301AQR,KEYSTONE,MTV,MTV,T,Jun-27,149.5,0.2322,34.713899999999995,149.5,0.2322,34.713899999999995
MTV301AQR,KEYSTONE,MTV,MTV,T,Aug-27,149.5,0.2322,34.713899999999995,149.5,0.2322,34.713899999999995
MTV301AQR,KEYSTONE,MTV,MTV,T,Oct-27,0,0,0,299,0.2322,69.42779999999999
MTV301AQR,KEYSTONE,MTV,MTV,T,Jan-26,123,0.5,0,0,0,0
MTV301 (Handling fee),KEYSTONE,MTV,MTV,T,Feb-26,0,0,0,0.001,1000,1
MTV301 (Handling fee),KEYSTONE,MTV,MTV,T,Mar-26,0.001,1000,1,0,0,0
MTV301 (Handling fee),KEYSTONE,MTV,MTV,T,Apr-26,0,0,0,0.001,1000,1
MTV301 (Handling fee),KEYSTONE,MTV,MTV,T,Jun-26,0.001,1000,1,0.001,1000,1
MTV301 (Handling fee),KEYSTONE,MTV,MTV,T,Aug-26,0.001,1000,1,0.001,1000,1
MTV301 (Handling fee),KEYSTONE,MTV,MTV,T,Oct-26,0,0,0,0.002,1000,2
MTV301 (Handling fee),KEYSTONE,MTV,MTV,T,Feb-27,0.001,1000,1,0.001,1000,1
MTV301 (Handling fee),KEYSTONE,MTV,MTV,T,Apr-27,0,0,0,0.001,1000,1
MTV301 (Handling fee),KEYSTONE,MTV,MTV,T,Jun-27,0.001,1000,1,0.001,1000,1
MTV301 (Handling fee),KEYSTONE,MTV,MTV,T,Aug-27,0.001,1000,1,0.001,1000,1
MTV301 (Handling fee),KEYSTONE,MTV,MTV,T,Oct-27,0,0,0,0.002,1000,2
MTV301CQR,KAGA DEVICE (JVC),MTV,MTV,J,Jun-26,38,0.926,35.188,142,0.926,131.49200000000002
MTV301CQR,KAGA DEVICE (JVC),MTV,MTV,J,Dec-26,40,0.926,37.04,0,0,0
MTV301CQR,KAGA DEVICE (JVC),MTV,MTV,J,Jun-27,38,0.926,35.188,142,0.926,131.49200000000002
MTV301CQR,KAGA DEVICE (JVC),MTV,MTV,J,Dec-27,40,0.926,37.04,0,0,0
MTV818GQRCE,EKONG,MTV,MTV,C,Feb-26,0,0,0,100,0.987,98.7
MTV818GQRCE,EKONG,MTV,MTV,C,Mar-26,0,0,0,100,0.987,98.7
MTV818GQRCE,EKONG,MTV,MTV,C,Apr-26,80,0.987,78.96,100,0.987,98.7
MTV818GQRCE,EKONG,MTV,MTV,C,May-26,80,0.987,78.96,100,0.987,98.7
MTV818GQRCE,EKONG,MTV,MTV,C,Jun-26,80,0.987,78.96,100,0.987,98.7
MTV818GQRCE,EKONG,MTV,MTV,C,Jul-26,80,0.987,78.96,100,0.987,98.7
MTV818GQRCE,EKONG,MTV,MTV,C,Aug-26,80,0.987,78.96,100,0.987,98.7
MTV818GQRCE,EKONG,MTV,MTV,C,Sep-26,80,0.987,78.96,100,0.987,98.7
MTV818GQRCE,EKONG,MTV,MTV,C,Oct-26,80,0.987,78.96,100,0.987,98.7
MTV818GQRCE,EKONG,MTV,MTV,C,Nov-26,80,0.987,78.96,100,0.987,98.7
MTV818GQRCE,EKONG,MTV,MTV,C,Dec-26,80,0.987,78.96,100,0.987,98.7
MTV818GQRCE,EKONG,MTV,MTV,C,Jan-27,80,0.987,78.96,0,0,0
MTV818GQRCE,EKONG,MTV,MTV,C,Feb-27,80,0.987,78.96,100,0.987,98.7
MTV818GQRCE,EKONG,MTV,MTV,C,Mar-27,80,0.987,78.96,100,0.987,98.7
MTV818GQRCE,EKONG,MTV,MTV,C,Apr-27,80,0.987,78.96,100,0.987,98.7
MTV818GQRCE,EKONG,MTV,MTV,C,May-27,80,0.987,78.96,100,0.987,98.7
MTV818GQRCE,EKONG,MTV,MTV,C,Jun-27,80,0.987,78.96,100,0.987,98.7
MTV818GQRCE,EKONG,MTV,MTV,C,Jul-27,80,0.987,78.96,100,0.987,98.7
MTV818GQRCE,EKONG,MTV,MTV,C,Aug-27,80,0.987,78.96,100,0.987,98.7
MTV818GQRCE,EKONG,MTV,MTV,C,Sep-27,80,0.987,78.96,100,0.987,98.7
MTV818GQRCE,EKONG,MTV,MTV,C,Oct-27,80,0.987,78.96,100,0.987,98.7
MTV818GQRCE,EKONG,MTV,MTV,C,Nov-27,80,0.987,78.96,100,0.987,98.7
MTV818GQRCE,EKONG,MTV,MTV,C,Dec-27,80,0.987,78.96,100,0.987,98.7
MTV318D,KRM (TAMUL/PNP),MTV,MTV,K,May-26,0,0,0,175,1.016,177.8
MTV318D,KRM (TAMUL/PNP),MTV,MTV,K,Sep-26,0,0,0,175,1.016,177.8
MTV318D,KRM (TAMUL/PNP),MTV,MTV,K,Dec-26,0,0,0,175,1.016,177.8
MTV318D,KRM (TAMUL/PNP),MTV,MTV,K,May-27,0,0,0,175,1.016,177.8
MTV318D,KRM (TAMUL/PNP),MTV,MTV,K,Sep-27,0,0,0,175,1.016,177.8
MTV318D,KRM (TAMUL/PNP),MTV,MTV,K,Dec-27,175,1.016,177.8,175,1.016,177.8
MN88553,MINGLAN (CNOVO),MTV,MTV,C,Jan-26,10,0.7,7,10,0.7,7
MN88553,MINGLAN (CNOVO),MTV,MTV,C,Jun-26,10,0.7,7,10,0.7,7
MN88553,MINGLAN (CNOVO),MTV,MTV,C,Sep-26,10,0.7,7,10,0.7,7
MN88553,MINGLAN (CNOVO),MTV,MTV,C,Dec-26,10,0.7,7,10,0.7,7
MN88553,MINGLAN (CNOVO),MTV,MTV,C,Jan-27,10,0.7,7,10,0.7,7
MN88553,MINGLAN (CNOVO),MTV,MTV,C,Jun-27,10,0.7,7,10,0.7,7
MN88553,MINGLAN (CNOVO),MTV,MTV,C,Sep-27,10,0.7,7,10,0.7,7
MN88553,MINGLAN (CNOVO),MTV,MTV,C,Dec-27,10,0.7,7,10,0.7,7
MN88553,HAIFEI (TMAV),MTV,MTV,C,Jan-26,50,0.35,17.5,50,0.35,17.5
MN88553,HAIFEI (TMAV),MTV,MTV,C,Apr-26,50,0.35,17.5,0,0,0
MN88553,HAIFEI (TMAV),MTV,MTV,C,Jul-26,0,0,0,50,0.35,17.5
MN88553,HAIFEI (TMAV),MTV,MTV,C,Oct-26,50,0.35,17.5,0,0,0
MN88553,HAIFEI (TMAV),MTV,MTV,C,Jan-27,0,0,0,50,0.35,17.5
MN88553,HAIFEI (TMAV),MTV,MTV,C,Jul-27,50,0.35,17.5,50,0.35,17.5
RDP250HCAT,HAIFEI (RAYPAI),LCoS (Amplitude),AR/HMD,C,Mar-26,0,0,0,1,25,25
RDP250HCAT,HAIFEI (RAYPAI),LCoS (Amplitude),AR/HMD,C,Jun-26,1,25,25,3,25,75
RDP250HCAT,HAIFEI (RAYPAI),LCoS (Amplitude),AR/HMD,C,Aug-26,2,25,50,3,25,75
RDP250HCAT,HAIFEI (RAYPAI),LCoS (Amplitude),AR/HMD,C,Oct-26,2,25,50,3,25,75
RDP250HCAT,HAIFEI (RAYPAI),LCoS (Amplitude),AR/HMD,C,Dec-26,2,25,50,3,25,75
RDP250HCAT,HAIFEI (RAYPAI),LCoS (Amplitude),AR/HMD,C,Feb-27,2,25,50,0,0,0
RDP250HCAT,HAIFEI (RAYPAI),LCoS (Amplitude),AR/HMD,C,Mar-27,1,25,25,1,25,25
RDP250HCAT,HAIFEI (RAYPAI),LCoS (Amplitude),AR/HMD,C,Jun-27,2,25,50,3,25,75
RDP250HCAT,HAIFEI (RAYPAI),LCoS (Amplitude),AR/HMD,C,Aug-27,2,25,50,3,25,75
RDP250HCAT,HAIFEI (RAYPAI),LCoS (Amplitude),AR/HMD,C,Oct-27,2,25,50,3,25,75
RDP250HCAT,HAIFEI (RAYPAI),LCoS (Amplitude),AR/HMD,C,Dec-27,2,25,50,3,25,75
RDP250HCAT,VILLON (GOERTEK),LCoS (Amplitude),AR/HMD,C,May-26,0,0,0,0.5,25,12.5
RDP250HCAT,VILLON (GOERTEK),LCoS (Amplitude),AR/HMD,C,Sep-26,0,0,0,1,28,28
RDP250HCAT,VILLON (GOERTEK),LCoS (Amplitude),AR/HMD,C,Dec-26,0,0,0,1,28,28
RDP250HCAT,VILLON (GOERTEK),LCoS (Amplitude),AR/HMD,C,May-27,0,0,0,0.5,25,12.5
RDP250HCAT,VILLON (GOERTEK),LCoS (Amplitude),AR/HMD,C,Sep-27,0,0,0,1,28,28
RDP250HCAT,VILLON (GOERTEK),LCoS (Amplitude),AR/HMD,C,Dec-27,0,0,0,1,28,28
RDP250HCAT,VILLON (GOERTEK),LCoS (Amplitude),AR/HMD,C,Feb-26,1,0,100.456,0,0,0
RDP250HCAT,HAIFEI (APPOTRONICS),LCoS (Amplitude),AR/HMD,C,Mar-26,0,0,0,1,25,25
RDP250HCAT,HAIFEI (APPOTRONICS),LCoS (Amplitude),AR/HMD,C,Jun-26,1,25,25,1,25,25
RDP250HCAT,HAIFEI (APPOTRONICS),LCoS (Amplitude),AR/HMD,C,Sep-26,1,25,25,2,25,50
RDP250HCAT,HAIFEI (APPOTRONICS),LCoS (Amplitude),AR/HMD,C,Dec-26,1,25,25,2,25,50
RDP250HCAT,HAIFEI (APPOTRONICS),LCoS (Amplitude),AR/HMD,C,Mar-27,1,25,25,1,25,25
RDP250HCAT,HAIFEI (APPOTRONICS),LCoS (Amplitude),AR/HMD,C,Jun-27,1,25,25,1,25,25
RDP250HCAT,HAIFEI (APPOTRONICS),LCoS (Amplitude),AR/HMD,C,Sep-27,1,25,25,2,25,50
RDP250HCAT,HAIFEI (APPOTRONICS),LCoS (Amplitude),AR/HMD,C,Dec-27,1,25,25,2,25,50
RDP250HCAT,AVEGANT,LCoS (Amplitude),AR/HMD,US,Jan-26,1,28,28,1,28,28
RDP250HCAT,AVEGANT,LCoS (Amplitude),AR/HMD,US,Feb-26,0,0,0,1,28,28
RDP250HCAT,AVEGANT,LCoS (Amplitude),AR/HMD,US,Mar-26,1,28,28,0,0,0
RDP250HCAT,AVEGANT,LCoS (Amplitude),AR/HMD,US,Apr-26,1,28,28,1.2,28,33.6
RDP250HCAT,AVEGANT,LCoS (Amplitude),AR/HMD,US,May-26,1,28,28,1.2,28,33.6
RDP250HCAT,AVEGANT,LCoS (Amplitude),AR/HMD,US,Jun-26,0,0,0,1.2,28,33.6
RDP250HCAT,AVEGANT,LCoS (Amplitude),AR/HMD,US,Jul-26,1,28,28,2,28,56
RDP250HCAT,AVEGANT,LCoS (Amplitude),AR/HMD,US,Aug-26,1.5,28,42,2,28,56
RDP250HCAT,AVEGANT,LCoS (Amplitude),AR/HMD,US,Sep-26,0,0,0,2,28,56
RDP250HCAT,AVEGANT,LCoS (Amplitude),AR/HMD,US,Oct-26,1.5,28,42,5,28,140
RDP250HCAT,AVEGANT,LCoS (Amplitude),AR/HMD,US,Nov-26,1.5,28,42,5,28,140
RDP250HCAT,AVEGANT,LCoS (Amplitude),AR/HMD,US,Dec-26,2,28,56,5,28,140
RDP250HCAT,AVEGANT,LCoS (Amplitude),AR/HMD,US,Jan-27,2,28,56,0,0,0
RDP250HCAT,AVEGANT,LCoS (Amplitude),AR/HMD,US,Feb-27,2,28,56,1,28,28
RDP250HCAT,AVEGANT,LCoS (Amplitude),AR/HMD,US,Apr-27,1.2,28,33.6,1,28,28
RDP250HCAT,AVEGANT,LCoS (Amplitude),AR/HMD,US,May-27,1.2,28,33.6,2,28,56
RDP250HCAT,AVEGANT,LCoS (Amplitude),AR/HMD,US,Jun-27,1.2,28,33.6,3,28,84
RDP250HCAT,AVEGANT,LCoS (Amplitude),AR/HMD,US,Jul-27,2,28,56,8,28,224
RDP250HCAT,AVEGANT,LCoS (Amplitude),AR/HMD,US,Aug-27,2,28,56,8,28,224
RDP250HCAT,AVEGANT,LCoS (Amplitude),AR/HMD,US,Sep-27,2,28,56,8,28,224
RDP250HCAT,AVEGANT,LCoS (Amplitude),AR/HMD,US,Oct-27,2.5,28,70,0,0,0
RDP250HCAT,AVEGANT,LCoS (Amplitude),AR/HMD,US,Nov-27,2.5,28,70,0,0,0
RDP250HCAT,AVEGANT,LCoS (Amplitude),AR/HMD,US,Dec-27,2.5,28,70,0,0,0
RDP250HCAT,DIGILENS,LCoS (Amplitude),AR/HMD,US,Apr-26,0,0,0,2,29,58
RDP250HCAT,DIGILENS,LCoS (Amplitude),AR/HMD,US,Jun-26,2,29,58,0,0,0
RDP250HCAT,DIGILENS,LCoS (Amplitude),AR/HMD,US,Sep-26,0,0,0,4,29,116
RDP250HCAT,DIGILENS,LCoS (Amplitude),AR/HMD,US,Mar-27,2,29,58,0,0,0
RDP250HCAT,DIGILENS,LCoS (Amplitude),AR/HMD,US,Apr-27,0,0,0,2,29,58
RDP250HCAT,DIGILENS,LCoS (Amplitude),AR/HMD,US,Sep-27,0,0,0,4,29,116
RDP250HCAT,HAIFEI (PHENIX OPTICS),LCoS (Amplitude),AR/HMD,C,Sep-26,0,0,0,0.5,42,21
RDP250HCAT,HAIFEI (PHENIX OPTICS),LCoS (Amplitude),AR/HMD,C,Sep-27,0,0,0,0.5,42,21
RDP250HCAT,HAIFEI (OPTOWIDE),LCoS (Amplitude),AR/HMD,C,Apr-26,1,25.5,25.5,1,25.5,25.5
RDP250HCAT,HAIFEI (OPTOWIDE),LCoS (Amplitude),AR/HMD,C,Sep-26,1,25.5,25.5,1,25.5,25.5
RDP250HCAT,HAIFEI (OPTOWIDE),LCoS (Amplitude),AR/HMD,C,Dec-26,0,0,0,1,25.5,25.5
RDP250HCAT,HAIFEI (OPTOWIDE),LCoS (Amplitude),AR/HMD,C,Apr-27,1,25.5,25.5,1,25.5,25.5
RDP250HCAT,HAIFEI (OPTOWIDE),LCoS (Amplitude),AR/HMD,C,Sep-27,1,25.5,25.5,1,25.5,25.5
RDP250HCAT,HAIFEI (OPTOWIDE),LCoS (Amplitude),AR/HMD,C,Dec-27,0,0,0,1,25.5,25.5
RDP250HCAT,QUANTA,LCoS (Amplitude),AR/HMD,T,Feb-26,0,0,0,1,28,28
RDP250HCAT,QUANTA,LCoS (Amplitude),AR/HMD,T,Mar-26,0,0,0,1,28,28
RDP250HCAT,QUANTA,LCoS (Amplitude),AR/HMD,T,Apr-26,0.5,28,14,1,28,28
RDP250HCAT,QUANTA,LCoS (Amplitude),AR/HMD,T,May-26,0,0,0,1,29,29
RDP250HCAT,QUANTA,LCoS (Amplitude),AR/HMD,T,Jun-26,0.5,28,14,0,0,0
RDP250HCAT,QUANTA,LCoS (Amplitude),AR/HMD,T,Jul-26,0,0,0,2,29,58
RDP250HCAT,QUANTA,LCoS (Amplitude),AR/HMD,T,Sep-26,1,28,28,2,29,58
RDP250HCAT,QUANTA,LCoS (Amplitude),AR/HMD,T,Nov-26,0,0,0,2,28,56
RDP250HCAT,QUANTA,LCoS (Amplitude),AR/HMD,T,Dec-26,1,28,28,0,0,0
RDP250HCAT,QUANTA,LCoS (Amplitude),AR/HMD,T,Feb-27,1,28,28,1,28,28
RDP250HCAT,QUANTA,LCoS (Amplitude),AR/HMD,T,Mar-27,1,28,28,1,28,28
RDP250HCAT,QUANTA,LCoS (Amplitude),AR/HMD,T,Apr-27,1,28,28,1,28,28
RDP250HCAT,QUANTA,LCoS (Amplitude),AR/HMD,T,May-27,1.03,28,28.84,1,29,29
RDP250HCAT,QUANTA,LCoS (Amplitude),AR/HMD,T,Jul-27,0,0,0,2,29,58
RDP250HCAT,QUANTA,LCoS (Amplitude),AR/HMD,T,Sep-27,0,0,0,2,29,58
RDP250HCAT,QUANTA,LCoS (Amplitude),AR/HMD,T,Nov-27,0,0,0,2,28,56
RDP250HCAT,HAIFEI (SEEYOND),LCoS (Amplitude),AR/HMD,C,Jun-26,0,0,0,1,25.5,25.5
RDP250HCAT,HAIFEI (SEEYOND),LCoS (Amplitude),AR/HMD,C,Sep-26,0.5,25.5,12.75,1,25.5,25.5
RDP250HCAT,HAIFEI (SEEYOND),LCoS (Amplitude),AR/HMD,C,Jun-27,0.5,25.5,12.75,1,25.5,25.5
RDP250HCAT,HAIFEI (SEEYOND),LCoS (Amplitude),AR/HMD,C,Sep-27,0.5,25.5,12.75,1,25.5,25.5
RDP250HCAT,SMITH DISPLAYS,LCoS (Amplitude),AR/HMD,EU,Jan-26,0.006,40,0.24,0,0,0
RDP250HCAT,China Others,LCoS (Amplitude),AR/HMD,C,Jan-26,0,0,0,1,25,25
RDP250HCAT,China Others,LCoS (Amplitude),AR/HMD,C,Mar-26,0,0,0,1,25,25
RDP250HCAT,China Others,LCoS (Amplitude),AR/HMD,C,May-26,1,25,25,1,25,25
RDP250HCAT,China Others,LCoS (Amplitude),AR/HMD,C,Jul-26,1,25,25,1,25,25
RDP250HCAT,China Others,LCoS (Amplitude),AR/HMD,C,Sep-26,1,25,25,1,25,25
RDP250HCAT,China Others,LCoS (Amplitude),AR/HMD,C,Nov-26,1,25,25,1,25,25
RDP250HCAT,China Others,LCoS (Amplitude),AR/HMD,C,Jan-27,1,25,25,1,25,25
RDP250HCAT,China Others,LCoS (Amplitude),AR/HMD,C,Mar-27,1,25,25,1,25,25
RDP250HCAT,China Others,LCoS (Amplitude),AR/HMD,C,May-27,1,25,25,1,25,25
RDP250HCAT,China Others,LCoS (Amplitude),AR/HMD,C,Jul-27,1,25,25,1,25,25
RDP250HCAT,China Others,LCoS (Amplitude),AR/HMD,C,Sep-27,1,25,25,1,25,25
RDP250HCAT,China Others,LCoS (Amplitude),AR/HMD,C,Nov-27,1,25,25,0,0,0
RDP180XP,PLAYNITRIDE,microLED,AR/HMD,T,Sep-26,0,0,0,0.025,6800,170
RDP180XP,PLAYNITRIDE,microLED,AR/HMD,T,May-27,0,0,0,0.025,6800,170
RDP370FCATH,"China Others ",LCoS (Amplitude),AR/HMD,C,Mar-26,0,0,0,1,31.5,31.5
RDP370FCATH,"China Others ",LCoS (Amplitude),AR/HMD,C,Jun-26,0.5,31.5,15.75,1,31.5,31.5
RDP370FCATH,"China Others ",LCoS (Amplitude),AR/HMD,C,Sep-26,0.5,31.5,15.75,0.5,31.5,15.75
RDP370FCATH,"China Others ",LCoS (Amplitude),AR/HMD,C,Dec-26,0.5,31.5,15.75,0,0,0
RDP370FCATH,"China Others ",LCoS (Amplitude),AR/HMD,C,Mar-27,0.5,31.5,15.75,1,31.5,31.5
RDP370FCATH,"China Others ",LCoS (Amplitude),AR/HMD,C,Jun-27,0.5,31.5,15.75,1,31.5,31.5
RDP370FCATH,"China Others ",LCoS (Amplitude),AR/HMD,C,Sep-27,0.5,31.5,15.75,0.5,31.5,15.75
RDP370FCATH,"China Others ",LCoS (Amplitude),AR/HMD,C,Dec-27,0.5,31.5,15.75,0,0,0
RDP370FCATH,HAIFEI (RAYPAI),LCoS (Amplitude),AR/HMD,C,Apr-26,0.5,31.5,15.75,1,31.5,31.5
RDP370FCATH,HAIFEI (RAYPAI),LCoS (Amplitude),AR/HMD,C,Aug-26,0.5,31.5,15.75,1,31.5,31.5
RDP370FCATH,HAIFEI (RAYPAI),LCoS (Amplitude),AR/HMD,C,Dec-26,0.5,31.5,15.75,1,31.5,31.5
RDP370FCATH,HAIFEI (RAYPAI),LCoS (Amplitude),AR/HMD,C,Apr-27,0.5,31.5,15.75,1,31.5,31.5
